,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
1319,P6gZG7Tcf,border hopper,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,85.0,eng,,wetback,,False,True,False,False,False,False,False,1060,98,0,2013-05-22 04:39:12,2013-05-22 04:39:12
1320,NegH8tRA7,clam,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",A mollusk,False,,77.0,eng,,clamhead,,False,False,True,False,False,False,False,0,0,0,2013-05-21 23:56:47,2013-05-21 23:56:47
1321,wKYjEED2R,clamhead,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",,False,,77.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-05-21 23:56:47,2013-05-21 23:56:47
1322,uGFBj7UHj,Bounty bar,"White on the inside and brown on the outside, like a Bounty chocolate bar. As with wigger, this is both a subcultural and ethnic slur. The immediate target is criticized for having the cultural values of a different ethnic group, with the implication that the ethnic group in question is bad or inferior. Coconut and Oreo are used in the same way.",,False,,56.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-21 17:44:39,2013-05-21 17:44:39
1323,4UkBP2jYD,boxhead,A person of German descent.,,False,,55.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-05-21 14:40:16,2013-05-21 14:40:16
1324,amk8z3BXK,bohunk,A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.,,False,,78.0,eng,,,,True,True,False,False,False,False,False,376,116,0,2013-05-20 21:23:54,2013-05-20 21:23:54
1325,nr4uAE2QZ,bunga,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,99.0,eng,,boong,,False,True,False,False,False,False,False,0,0,0,2013-05-20 16:39:19,2013-05-20 16:39:19
1326,e63tCRNyH,cripple,A disabled person.,,False,,71.0,eng,,,,False,False,False,False,False,True,False,1157,174,0,2013-05-19 12:59:40,2013-05-19 12:59:40
1327,WjRbvuV3r,camel jockey,Person of Middle Eastern descent.,,True,,80.0,eng,,,,False,True,False,False,False,False,False,2581,367,0,2013-05-19 05:26:32,2013-05-19 05:26:32
1328,4cCtTWT8E,dego,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",,False,,75.0,eng,,dago,,False,True,False,False,False,False,False,0,0,0,2013-05-18 14:31:30,2013-05-18 14:31:30
1329,NxD7c4fDz,bug eater,An person of Asian descent.,,False,,78.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-18 12:52:36,2013-05-18 12:52:36
1330,x276QEUu3,domes,"Hispanic word for a person from the Dominican Republic, possibly from the Washington Heights area of New York City.","Spherical structures, particularly used in astronomical observatories",False,,74.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-17 23:55:00,2013-05-17 23:55:00
1331,x9dnZhTqw,curry muncher,A person of East Indian origin.,,True,,74.0,eng,,,,False,True,False,False,False,False,False,3652,875,0,2013-05-16 22:21:07,2013-05-16 22:21:07
1332,uk6233Z4v,septic,An American. (Cockney rhyming slang: Septic tank - Yank),Relating to sewage,False,,74.0,eng,,seppo,,True,False,False,False,False,False,False,0,0,0,2013-05-16 03:20:37,2013-05-16 03:20:37
1333,r8HcNVfbx,spic,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",,False,,81.0,eng,,,,False,True,False,False,False,False,False,528,99,0,2013-05-14 20:02:27,2013-05-14 20:02:27
1334,C2hTa8h7f,Ubangee,"A black person, particularly a black woman, from the Ubangi people of Africa",,False,,70.0,eng,,Ubangi,,False,True,False,False,False,False,False,2,0,0,2013-05-14 19:46:06,2013-05-14 19:46:06
1335,x98eutUZ6,Ubangi,"A black person, particularly a black woman, from the Ubangi people of Africa",,False,,70.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-14 19:45:48,2013-05-14 19:45:48
1336,NjeXPEqp4,sole,A person of Samoan descent.,[1] A type of fish [2] Single,False,,79.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-14 04:08:51,2013-05-14 04:08:51
1337,jY6nXuhkC,spear chucker,"A term used for an African American, or other person of African descent.",,True,,87.0,eng,,,,False,True,False,False,False,False,False,1376,381,0,2013-05-14 00:24:05,2013-05-14 00:24:05
1338,C6zJ9deuf,snowflake,"[1] Civil war term for an educated (white collar) black person. [2] A person of Jewish descent, from the ashes in the vicinity of concentration camps.",Ice crystal,False,,77.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-13 17:20:08,2013-05-13 17:20:08
1339,4fqHMzaMN,snout,Offensive term used in Northern Ireland to describe Protestants of British descent living in Northern Ireland.,"Facial projection, particularly of a dog",False,,86.0,eng,,,,True,False,True,False,False,False,False,0,0,0,2013-05-13 16:10:06,2013-05-13 16:10:06
1340,ZDdXmD8Gn,shine,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",Glow,False,,92.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-13 06:49:29,2013-05-13 06:49:29
1341,JPetE3wVv,shiner,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",A black eye,False,,92.0,eng,,shine,,False,True,False,False,False,False,False,0,0,0,2013-05-13 06:49:29,2013-05-13 06:49:29
1342,Gb8fYPryv,slope,"A person of Asian descent, particularly Vietnamese or Chinese.",Inclination,False,,83.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-13 04:30:06,2013-05-13 04:30:06
1343,6cpYWyJwz,slant,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",Angle or slope,False,,93.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-12 22:21:09,2013-05-12 22:21:09
1344,Kh3CmA8cX,Skip,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",[1] Avoid [2] A form of walking [3] A boat,False,,45.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-12 14:30:12,2013-05-12 14:30:12
1345,rHeEAZ3cH,ghost,A Caucasian,A spirit,False,,94.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-12 02:10:11,2013-05-12 02:10:11
1346,D29BRfCeD,sand nigger,"Derogatory term for a person from the Middle East, Arab, South Asian world",,True,,100.0,eng,,,,True,True,False,False,False,False,False,4115,271,1,2013-05-11 21:43:24,2013-05-11 21:43:24
1347,yAk7n8Vf7,gin,"In Australia, an Aboriginal woman.",An alcoholic beverage,False,,86.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-11 21:29:13,2013-05-11 21:29:13
1348,8eKazXj7K,ginzo,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",,False,,71.0,eng,,guinea,,True,True,False,False,False,False,False,60,7,0,2013-05-11 14:41:20,2013-05-11 14:41:20
1349,gdK4ANJCC,gipp,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,False,,73.0,eng,,gyppo,,False,True,False,False,False,False,False,0,0,0,2013-05-11 10:31:04,2013-05-11 10:31:04
1350,3W7xBnyHz,slant eye,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",,True,,97.0,eng,,slant,,False,True,False,False,False,False,False,985,290,0,2013-05-10 21:48:51,2013-05-10 21:48:51
1351,hEpw7KCWY,stovepipe,A black person.,,False,,85.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-10 17:10:01,2013-05-10 17:10:01
1352,HQYe6AWkd,Taffy,"A Welsh person. First used ca. 17th century. From the River Taff or the Welsh pronunciation of the name David (in Welsh, Dafydd). Children's rhyme: 'Taffy was a Welshman, Taffy was a thief'. Generally considered offensive when used by an English person.",[1] A person's name [2] A type of candy,False,,82.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-10 04:55:08,2013-05-10 04:55:08
1353,vKFx9AKJ2,sucker fish,"A term used ambiguously in southern Oregon directed towards the Klamath people during a dispute over the sucker fish of the Klamath River which was considered sacred by the tribe. Troublemakers displayed bumper-stickers with the message 'Save a Farmer, Fillet a sucker fish.'",,False,,78.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-10 01:07:12,2013-05-10 01:07:12
1354,dcAChG8fa,tan,"A British person, derived from the Black and Tans, the nickname for an auxiliary British Army unit deployed to Ireland in the 1920s and which gained a reputation for brutality.",[1] A color [2] A suntan,False,,83.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-05-09 21:59:49,2013-05-09 21:59:49
1355,TdCNNwnc7,tar baby,A black child.,,False,,87.0,eng,,,,False,True,False,False,False,False,False,410,53,0,2013-05-09 12:50:05,2013-05-09 12:50:05
1356,kNk3N82pn,teapot,A black person. [19th century],A vessel for steeping tea,False,,74.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-09 05:40:06,2013-05-09 05:40:06
1357,p2Q4DVrg2,gypo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,90.0,eng,,gyppo,,False,True,False,False,False,False,False,5747,748,8,2013-05-08 21:19:55,2013-05-08 21:19:55
1358,XXdW2zZkG,gyppie,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,90.0,eng,,gyppo,,False,True,False,False,False,False,False,7,2,0,2013-05-08 18:04:09,2013-05-08 18:04:09
1359,G2we6H8cq,tenker,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,71.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2013-05-08 18:03:43,2013-05-08 18:03:43
1360,EtUbqU7PQ,halfrican,Denotes a person that is half African.,,True,,81.0,eng,,,,False,True,False,False,False,False,False,190,35,0,2013-05-08 02:49:12,2013-05-08 02:49:12
1361,eZPvn8GaM,tiger,A Tamil.,A predatory cat,False,,94.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-07 14:29:33,2013-05-07 14:29:33
1362,rhcgFhXq2,hick,A rural person.,,False,,84.0,eng,,,,False,False,False,False,False,False,True,14,0,0,2013-05-07 00:47:38,2013-05-07 00:47:38
1363,wXVQnN6cF,heeb,"A Jewish person, derived from the word 'Hebrew'.",,False,,79.0,eng,,hebe,,False,True,True,False,False,False,False,326,57,2,2013-05-07 00:12:31,2013-05-07 00:12:31
1364,kqm3TCyV6,thicklips,A black person.,,False,,100.0,eng,,,,False,True,False,False,False,False,False,25,5,0,2013-05-06 21:00:25,2013-05-06 21:00:25
1365,EpNURj98c,tinker,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",To experiment or attempt to fix,False,,81.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-06 20:08:25,2013-05-06 20:08:25
1366,ef9M3d2ek,tynkere,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2013-05-06 20:08:25,2013-05-06 20:08:25
1367,EF7TgMVHu,heinie,A person of German descent.,,False,,74.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-05-06 19:10:40,2013-05-06 19:10:40
1368,fZ3Ubuaqh,hairyback,A derogatory term for Afrikaners,,False,,79.0,eng,,,,False,True,False,False,False,False,False,35,3,0,2013-05-06 09:34:37,2013-05-06 09:34:37
1369,kwnqV7VYc,Tommy,"German slang for a British person, particular a soldier.",A person's name,False,,90.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-05-06 08:29:27,2013-05-06 08:29:27
1370,aMp264eJn,honkie,"A white person. Derived from an African-American pronunciation of 'hunky', the disparaging term for a Hungarian laborer. The first record of its use as an insulting term for a white person dates from the 1950s.",,True,,71.0,eng,,honky,,False,True,False,False,False,False,False,2978,587,14,2013-05-06 05:10:41,2013-05-06 05:10:41
1371,UZeX882xC,Hun,"[1] A German, especially a German soldier; popular during World War I. Derived from a speech given by Kaiser Wilhelm of Germany to the German contingent sent to China during the Boxer Rebellion in which he exhorted them to 'be like Huns' (i.e., savage and ruthless) to their Chinese enemy. [2] A Protestant in Northern Ireland. [3] A member of the British military in Ireland ('Britannia's huns').","An aggressive, Asian nomadic people from the 4th and 5th centuries",False,,75.0,eng,,,,True,False,True,False,False,False,False,0,0,0,2013-05-06 04:59:35,2013-05-06 04:59:35
1372,8ab7X9AMJ,Hunky,[1] A Hungarian. [2] A person of central or east European birth or descent.,Handsome,False,,82.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-06 00:14:17,2013-05-06 00:14:17
1373,hAB3NpaED,hebro,"A black Jew, from the combination of Hebrew and 'bro'.",,False,,99.0,eng,,,,False,True,True,False,False,False,False,156,31,0,2013-05-05 23:34:12,2013-05-05 23:34:12
1374,UgEye7Ew3,trash,A Caucasian of low class or limited income.,Garbage,False,,52.0,eng,,white trash,,False,True,False,False,False,False,True,0,0,0,2013-05-05 13:48:35,2013-05-05 13:48:35
1375,WVqQvFzk6,spigger,A person of mixed Hispanic and black parentage.,,True,,100.0,eng,,spickaboo,,False,True,False,False,False,False,False,128,40,0,2013-05-05 13:44:18,2013-05-05 13:44:18
